condition,layer,cv_mean,cv_std,control_cv_mean,control_cv_std
ONLY_ARTIST,25,0.9887340340241397,0.004110236478280845,0.5261671773582419,0.021710922397507243
ONLY_ARTIST,26,0.9887340340241397,0.004110236478280845,0.5291462115471209,0.02415335612623671
ONLY_ARTIST,27,0.9884029081963253,0.004683224430458804,0.5271594565802336,0.023533147114560806
ONLY_ARTIST,28,0.9884029081963253,0.004683224430458804,0.5264961066631522,0.02084276328921903
ONLY_ARTIST,29,0.9884029081963253,0.004683224430458804,0.5251705050904418,0.022282581686944827
ONLY_ARTIST,30,0.9880717823685107,0.0044914575325006815,0.5248432231777096,0.021230329785806502
ONLY_ARTIST,31,0.9887340340241397,0.004110236478280845,0.5261671773582418,0.02480172554451917
ONLY_ARTIST,32,0.9887340340241397,0.004110236478280845,0.5218581485508441,0.025331358610163543
ONLY_ARTIST,33,0.9887340340241397,0.004110236478280845,0.5215281209844816,0.023640127465626014
ONLY_ARTIST,34,0.9887340340241397,0.004110236478280845,0.5258327567460709,0.028475130122477887
ONLY_ARTIST,35,0.9887340340241397,0.004110236478280845,0.524510999088443,0.024684563794238237
ONLY_ARTIST,36,0.9884029081963253,0.004683224430458804,0.5205336452395858,0.022582113743291422
ONLY_ARTIST,37,0.9880717823685107,0.00527714816311512,0.5208697132439349,0.020833687356447732
ONLY_ARTIST,38,0.9884029081963253,0.004683224430458804,0.5195441116712244,0.024076166383416912
ONLY_ARTIST,39,0.9880717823685107,0.00527714816311512,0.5255038274411608,0.025318074271802944
ONLY_ARTIST,40,0.9877406565406961,0.00508621704294935,0.5208647710674004,0.022538942408802068
ONLY_ARTIST,41,0.9874089815821554,0.005194041268907526,0.519540267756142,0.021176862417798613
ONLY_ARTIST,42,0.9877406565406961,0.00508621704294935,0.5192058471439711,0.02178853776797221
ONLY_ARTIST,43,0.9874095307128815,0.00497675289634464,0.5225204002064732,0.021634541119527423
ONLY_ARTIST,44,0.9877406565406961,0.003860721749025686,0.5255043765718866,0.02257469983144213
ONLY_ARTIST,45,0.9880717823685107,0.0038328807800351787,0.52185869768157,0.024989462426106526
ONLY_ARTIST,46,0.9884029081963253,0.003918409401184775,0.5248404775240794,0.022617035381554188
ONLY_ARTIST,47,0.9884029081963253,0.003918409401184775,0.5255016309182563,0.023970334272367708
ONLY_ARTIST,48,0.9880717823685107,0.0038328807800351787,0.5205358417624899,0.02078941581663132
ONLY_ARTIST,49,0.9877406565406961,0.003408202313247198,0.5205374891546681,0.022132022908481284
ONLY_ARTIST,50,0.9877406565406961,0.003408202313247198,0.5185446937497942,0.01991584546487275
ONLY_ARTIST,51,0.9877406565406961,0.0032433624326560543,0.5241776767377242,0.021292403833489994
ONLY_ARTIST,52,0.9874095307128815,0.0030688540944220407,0.5195424642790464,0.019950007141528982
ONLY_ARTIST,53,0.9877406565406961,0.003408202313247198,0.5238476491713617,0.021702933253106033
ONLY_ARTIST,54,0.9874095307128815,0.004391566201138305,0.5158984327809077,0.018601293364053084
ONLY_ARTIST,55,0.9870784048850669,0.003971415915974716,0.5225214984679253,0.02041092209936679
ONLY_ARTIST,56,0.9867467299265262,0.004054787379374519,0.5215286701152076,0.02299485830050251
ONLY_ARTIST,57,0.9867467299265262,0.004054787379374519,0.5139050882453077,0.019796718850035384
ONLY_ARTIST,58,0.9867467299265262,0.004682255480452692,0.5162290094779964,0.02059716245010769
ONLY_ARTIST,59,0.9874089815821554,0.003567114226254836,0.5221876269864805,0.021951227718266936
ONLY_ARTIST,60,0.9867461807958001,0.004683227327928498,0.5241787749991763,0.020983625519893807
